"","RINGS","AROMATIC","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","MF","MW","C","Cl","H","N","O","S","F","Br","B","P","I","Si"
"CHEMBL536282",3,2,1,0,1,0,0,0,0,0,0,0,0,0,"C14H16F2N3S",296.3587464,14,0,16,3,0,1,2,0,0,0,0,0
"CHEMBL5095247",4,2,0,2,2,0,1,0,0,0,0,1,0,0,"C26H35F3N5O3",522.5830096,26,0,35,5,3,0,3,0,0,0,0,0
"CHEMBL2106480",4,3,0,1,1,0,0,0,0,0,0,1,0,0,"C23H34N6O4S",490.61886,23,0,34,6,4,1,0,0,0,0,0,0
"CHEMBL3544920",3,2,1,0,0,0,0,0,0,0,0,0,0,0,"C20H23F2N4O2S",421.4840264,20,0,23,4,2,1,2,0,0,0,0,0
"CHEMBL269455",4,2,0,2,0,0,0,0,0,0,0,0,0,0,"C15H8F2N2O2",286.2330264,15,0,8,2,2,0,2,0,0,0,0,0
"CHEMBL3137334",4,3,0,1,1,0,2,0,0,0,0,1,0,0,"C26H32N3O5",466.54938,26,0,32,3,5,0,0,0,0,0,0,0
"CHEMBL35084",4,1,0,1,0,0,0,0,0,1,1,2,0,0,"C29H40NO7",514.6304,29,0,40,1,7,0,0,0,0,0,0,0
"CHEMBL2105911",3,3,0,0,1,0,0,0,0,0,0,0,0,0,"C17H21N6",309.38884,17,0,21,6,0,0,0,0,0,0,0,0
"CHEMBL4297225",4,2,0,2,0,0,0,0,0,0,0,1,0,1,"C27H35N5O2",461.5991,27,0,35,5,2,0,0,0,0,0,0,0
"CHEMBL535834",4,3,1,0,1,0,0,0,0,0,0,2,0,0,"C22H24ClN3O2S",429.96286,22,1,24,3,2,1,0,0,0,0,0,0
"CHEMBL4640580",3,2,0,0,1,0,1,0,0,0,0,1,0,0,"C14H9Br2N2O3",413.04086,14,0,9,2,3,0,0,2,0,0,0,0
"CHEMBL2111119",2,1,0,0,1,0,0,0,0,0,0,1,0,0,"C13H19ClNO",240.74906,13,1,19,1,1,0,0,0,0,0,0,0
"CHEMBL107747",1,1,0,1,1,0,0,0,0,1,0,0,0,0,"C19H25N2O4S",377.4778,19,0,25,2,4,1,0,0,0,0,0,0
"CHEMBL325695",3,2,0,1,0,0,0,0,0,0,1,2,0,0,"C23H25NO6S",443.5127,23,0,25,1,6,1,0,0,0,0,0,0
"CHEMBL1201365",3,1,0,1,1,0,0,0,0,2,0,0,0,0,"C21H27N2O5",387.44948,21,0,27,2,5,0,0,0,0,0,0,0
"CHEMBL4066193",3,2,0,1,0,0,0,0,0,0,0,2,0,1,"C16H17FN6O3",360.3429832,16,0,17,6,3,0,1,0,0,0,0,0
"CHEMBL3934885",4,4,0,3,0,0,0,0,0,0,0,1,0,0,"C25H20ClF3N4O3",516.8995096,25,1,20,4,3,0,3,0,0,0,0,0
"CHEMBL2105502",4,3,0,1,1,0,1,0,0,0,0,2,0,0,"C21H26N3O3",368.44944,21,0,26,3,3,0,0,0,0,0,0,0
"CHEMBL300337",3,2,1,4,0,0,2,0,0,0,0,1,0,0,"C35H57N6O6",657.86368,35,0,57,6,6,0,0,0,0,0,0,0
"CHEMBL28196",2,2,0,0,0,0,0,0,0,1,0,0,0,0,"C18H18NO2",280.34102,18,0,18,1,2,0,0,0,0,0,0,0
"CHEMBL296602",3,2,0,1,0,0,0,0,0,0,0,0,0,0,"C16H16Cl2N",293.21094,16,2,16,1,0,0,0,0,0,0,0,0
"CHEMBL417975",2,1,0,1,0,0,0,0,0,0,0,0,0,0,"C11H19N2O4S3",339.47456,11,0,19,2,4,3,0,0,0,0,0,0
"CHEMBL558198",5,5,0,1,2,0,0,0,0,0,0,0,0,0,"C24H21F4N8O2",529.4695528,24,0,21,8,2,0,4,0,0,0,0,0
"CHEMBL206335",5,5,0,1,2,0,0,0,0,0,0,0,0,0,"C24H21F4N8O2",529.4695528,24,0,21,8,2,0,4,0,0,0,0,0
"CHEMBL2107579",4,3,0,0,3,0,0,0,0,0,0,0,0,0,"C18H24N5O",326.41606,18,0,24,5,1,0,0,0,0,0,0,0
"CHEMBL3989734",3,1,0,1,1,0,0,0,0,1,0,0,0,1,"C15H14N7O4S3",452.51116,15,0,14,7,4,3,0,0,0,0,0,0
"CHEMBL1788368",3,2,0,1,0,0,0,0,0,0,0,0,0,0,"C17H20N",238.3474,17,0,20,1,0,0,0,0,0,0,0,0
"CHEMBL1733",3,2,0,1,1,0,0,0,0,2,0,0,0,0,"C23H25N2O5",409.455,23,0,25,2,5,0,0,0,0,0,0,0
"CHEMBL4795907",4,4,0,0,0,0,0,0,1,0,0,0,0,0,"C21H17F2N5O3S",457.4531864,21,0,17,5,3,1,2,0,0,0,0,0
"CHEMBL2104845",4,3,0,1,0,0,0,0,0,0,0,1,0,0,"C21H25N3O",335.4427,21,0,25,3,1,0,0,0,0,0,0,0
"CHEMBL10413",3,3,0,0,2,0,0,0,0,1,0,0,0,0,"C17H10BrClFN2O4",440.6277032,17,1,10,2,4,0,1,1,0,0,0,0
"CHEMBL2105508",2,2,1,0,0,0,0,0,0,0,0,1,0,0,"C10H12N4O3S2",300.35728,10,0,12,4,3,2,0,0,0,0,0,0
"CHEMBL203665",3,3,0,2,0,0,0,0,1,0,0,1,0,0,"C27H32N4O6S",540.63118,27,0,32,4,6,1,0,0,0,0,0,0
"CHEMBL8706",1,1,0,0,1,0,0,0,0,0,0,1,1,0,"C13H16Cl2NO",273.17824,13,2,16,1,1,0,0,0,0,0,0,0
"CHEMBL3989450",4,1,0,1,1,0,0,0,0,2,0,0,0,0,"C21H27N2O5",387.44948,21,0,27,2,5,0,0,0,0,0,0,0
"CHEMBL2105586",4,2,0,1,1,0,0,0,0,0,0,0,0,0,"C14H14ClN2O",261.72676,14,1,14,2,1,0,0,0,0,0,0,0
"CHEMBL2105234",4,0,1,0,0,0,0,0,2,0,0,0,0,0,"C19H23NO2",297.39142,19,0,23,1,2,0,0,0,0,0,0,0
"CHEMBL3989930",5,4,0,2,2,0,0,0,0,0,0,1,0,0,"C26H27N6O2S",487.59658,26,0,27,6,2,1,0,0,0,0,0,0
"CHEMBL6068322",3,2,0,1,1,0,1,0,0,0,0,1,0,0,"C21H22ClF2N4O4",467.8735864,21,1,22,4,4,0,2,0,0,0,0,0
"CHEMBL2104330",1,0,0,0,1,0,0,0,0,1,0,0,0,0,"C11H16N2O5",256.25514,11,0,16,2,5,0,0,0,0,0,0,0
"CHEMBL2104947",4,4,0,0,1,0,0,0,0,0,1,2,0,0,"C25H24N2O4S",448.53406,25,0,24,2,4,1,0,0,0,0,0,0
"CHEMBL283656",3,3,0,0,2,0,0,0,0,1,0,0,0,0,"C16H16N3O2",282.31714,16,0,16,3,2,0,0,0,0,0,0,0
"CHEMBL261932",3,3,0,0,0,0,0,0,1,1,0,0,0,0,"C23H18ClO3S",409.90522,23,1,18,0,3,1,0,0,0,0,0,0
"CHEMBL13134",5,4,0,3,1,0,1,0,0,0,0,1,0,0,"C41H52N6O5",708.88878,41,0,52,6,5,0,0,0,0,0,0,0
"CHEMBL3039500",6,3,0,3,3,0,0,0,0,0,0,1,0,0,"C33H38F2N7O4",634.6961264,33,0,38,7,4,0,2,0,0,0,0,0
"CHEMBL2364622",5,3,0,1,1,0,1,0,0,0,0,0,0,0,"C21H25N5O4S",443.5193,21,0,25,5,4,1,0,0,0,0,0,0
"CHEMBL2218882",3,3,0,0,0,0,1,0,0,0,0,0,0,1,"C18H15FN4O",322.3363032,18,0,15,4,1,0,1,0,0,0,0,0
"CHEMBL5314516",3,3,0,2,0,0,0,0,0,0,0,0,0,0,"C16H8BrF6N6O",494.1687392,16,0,8,6,1,0,6,1,0,0,0,0
"CHEMBL5314450",3,3,0,0,1,0,1,0,1,0,0,0,0,0,"C15H10Br2FN3O2",443.0652032,15,0,10,3,2,0,1,2,0,0,0,0
"CHEMBL2105678",2,1,0,0,1,0,0,0,0,0,3,1,0,0,"C21H30N6O8",494.4983,21,0,30,6,8,0,0,0,0,0,0,0
"CHEMBL23811",3,3,0,0,0,0,0,0,0,0,1,1,0,0,"C12H7ClN2O3",262.64858,12,1,7,2,3,0,0,0,0,0,0,0
"CHEMBL3989835",6,2,0,1,0,0,2,0,0,0,2,5,3,0,"C36H36NO11",658.67114,36,0,36,1,11,0,0,0,0,0,0,0
"CHEMBL2103936",4,3,0,0,0,0,1,0,0,0,1,0,0,0,"C31H32F3N2O5S",601.6563896,31,0,32,2,5,1,3,0,0,0,0,0
"CHEMBL2364627",4,4,0,1,1,0,0,0,0,0,0,0,0,0,"C24H30FN6",421.5336032,24,0,30,6,0,0,1,0,0,0,0,0
"CHEMBL5314522",5,3,0,2,1,0,0,0,0,0,0,4,0,0,"C28H32F2N6O5",570.5876864,28,0,32,6,5,0,2,0,0,0,0,0
"CHEMBL2105685",6,4,0,1,2,0,0,0,0,0,0,3,0,0,"C23H21N5O3S",447.50954,23,0,21,5,3,1,0,0,0,0,0,0
"CHEMBL293743",2,2,0,0,0,0,0,0,0,0,0,1,2,0,"C17H15FN2O3",314.3110032,17,0,15,2,3,0,1,0,0,0,0,0
"CHEMBL121810",4,2,0,1,1,0,0,0,0,0,1,0,0,0,"C22H27N3O3",381.46808,22,0,27,3,3,0,0,0,0,0,0,0
"CHEMBL1256946",2,0,0,0,1,0,2,0,0,0,0,4,0,0,"C14H28NO6",306.37522,14,0,28,1,6,0,0,0,0,0,0,0
"CHEMBL223824",4,4,2,0,2,0,2,0,0,0,0,0,0,0,"C33H36N4O3",536.66394,33,0,36,4,3,0,0,0,0,0,0,0
"CHEMBL1965985",3,3,0,3,0,0,0,0,0,0,1,0,0,0,"C17H20N5O2",326.373,17,0,20,5,2,0,0,0,0,0,0,0
"CHEMBL3545187",3,3,0,1,0,0,0,0,0,0,0,0,0,0,"C18H12F6N6O",442.3178992,18,0,12,6,1,0,6,0,0,0,0,0
"CHEMBL2105677",6,3,0,1,2,0,0,0,0,0,0,5,0,0,"C27H33ClN5O5",543.03442,27,1,33,5,5,0,0,0,0,0,0,0
"CHEMBL3991122",5,2,0,0,1,0,1,0,0,0,0,1,0,0,"C25H36NO2",382.55884,25,0,36,1,2,0,0,0,0,0,0,0
"CHEMBL53538",4,3,0,1,1,0,1,0,0,0,0,1,0,0,"C23H33N6O5S",505.61032,23,0,33,6,5,1,0,0,0,0,0,0
"CHEMBL2106281",2,2,0,0,0,0,0,0,0,0,1,2,0,0,"C12H12ClNO4",269.68098,12,1,12,1,4,0,0,0,0,0,0,0
"CHEMBL3544915",6,3,0,3,1,0,0,0,0,1,1,2,0,0,"C40H48BrN6O9S",868.81292,40,0,48,6,9,1,0,1,0,0,0,0
"CHEMBL2107322",3,3,0,2,0,0,0,0,0,0,0,1,0,0,"C18H19ClF5N6O",465.828076,18,1,19,6,1,0,5,0,0,0,0,0
"CHEMBL2105595",4,4,0,1,1,0,0,0,0,0,0,0,0,0,"C17H13ClN4",308.76492,17,1,13,4,0,0,0,0,0,0,0,0
"CHEMBL3707221",4,3,0,2,1,0,3,0,0,0,0,2,0,0,"C38H50N3O12S2",804.9465,38,0,50,3,12,2,0,0,0,0,0,0
"CHEMBL10372",4,4,0,0,0,0,0,0,0,1,0,0,0,0,"C19H11F3N3O3S",418.3691496,19,0,11,3,3,1,3,0,0,0,0,0
"CHEMBL25892",3,3,1,1,1,0,0,0,1,0,0,1,0,0,"C23H28N6O4",452.50622,23,0,28,6,4,0,0,0,0,0,0,0
"CHEMBL3989666",2,0,0,0,0,0,2,0,0,0,0,4,0,0,"C16H30O6",318.4058,16,0,30,0,6,0,0,0,0,0,0,0
"CHEMBL414",1,1,0,0,0,0,0,0,0,1,0,0,0,0,"C7H6NO4S",200.19184,7,0,6,1,4,1,0,0,0,0,0,0
"CHEMBL4297222",3,3,0,1,3,0,0,0,0,0,0,0,0,0,"C26H33ClN6O2",497.03222,26,1,33,6,2,0,0,0,0,0,0,0
"CHEMBL2105742",6,2,0,2,4,0,0,0,0,0,0,1,0,0,"C34H51N8O3",619.82054,34,0,51,8,3,0,0,0,0,0,0,0
"CHEMBL2105679",5,4,0,2,0,0,0,0,0,0,0,2,0,0,"C22H20ClN6O2S",467.9512,22,1,20,6,2,1,0,0,0,0,0,0
"CHEMBL3989889",5,5,0,0,2,0,0,0,1,0,0,3,0,0,"C43H45ClN4O6",749.2936,43,1,45,4,6,0,0,0,0,0,0,0
"CHEMBL2105015",4,4,0,1,1,0,0,0,0,0,0,0,0,0,"C17H13ClN4",308.76492,17,1,13,4,0,0,0,0,0,0,0,0
"CHEMBL2219410",2,2,0,0,0,0,0,0,0,1,0,0,0,0,"C16H12ClO4S",335.78208,16,1,12,0,4,1,0,0,0,0,0,0
"CHEMBL2218880",2,0,0,1,0,0,0,0,0,0,1,0,0,0,"C14H23NO3",253.33732,14,0,23,1,3,0,0,0,0,0,0,0
"CHEMBL3545364",6,3,0,1,3,0,0,0,0,0,0,1,0,0,"C24H30N6O3",450.5334,24,0,30,6,3,0,0,0,0,0,0,0
"CHEMBL3989942",5,2,0,1,0,0,0,0,0,0,0,1,1,0,"C26H29N4O",413.53466,26,0,29,4,1,0,0,0,0,0,0,0
"CHEMBL3989607",1,1,0,4,1,0,1,0,0,0,0,0,0,0,"C29H51N5O4",533.74634,29,0,51,5,4,0,0,0,0,0,0,0
"CHEMBL2105674",4,4,0,1,1,0,2,0,0,0,0,0,0,0,"C23H19F3N4O3",456.4171696,23,0,19,4,3,0,3,0,0,0,0,0
"CHEMBL3545124",3,3,0,2,1,0,0,0,0,0,0,0,0,0,"C17H18N3O2S",328.40872,17,0,18,3,2,1,0,0,0,0,0,0
"CHEMBL2105727",3,3,0,1,1,0,0,0,0,0,0,2,0,0,"C21H23N3O5",397.42442,21,0,23,3,5,0,0,0,0,0,0,0
"CHEMBL24955",3,1,0,0,1,0,0,0,0,0,0,0,0,0,"C14H16ClNO",249.73594,14,1,16,1,1,0,0,0,0,0,0,0
"CHEMBL3989681",4,4,0,3,0,0,6,0,0,0,0,0,0,0,"C42H55N5O8",757.9148,42,0,55,5,8,0,0,0,0,0,0,0
"CHEMBL4098877",5,3,0,0,1,0,0,0,0,0,0,2,0,0,"C21H25N5O2",379.4555,21,0,25,5,2,0,0,0,0,0,0,0
"CHEMBL2107228",1,1,0,2,0,0,0,0,0,0,0,1,0,0,"C20H31N4O5",407.48394,20,0,31,4,5,0,0,0,0,0,0,0
"CHEMBL494760",2,2,0,0,0,0,0,0,0,0,0,2,0,0,"C14H19N4O2",275.32626,14,0,19,4,2,0,0,0,0,0,0,0
"CHEMBL2105855",3,2,0,1,1,0,1,0,0,0,2,0,0,0,"C39H58N2O5",634.88822,39,0,58,2,5,0,0,0,0,0,0,0
"CHEMBL1243298",5,2,0,0,3,0,0,0,0,0,1,0,0,0,"C23H28N3O2",378.48732,23,0,28,3,2,0,0,0,0,0,0,0
"CHEMBL430554",1,1,1,1,1,0,0,0,0,2,0,0,0,0,"C18H25N3O5",363.4082,18,0,25,3,5,0,0,0,0,0,0,0
"CHEMBL2105197",2,0,0,1,1,0,0,0,0,1,0,0,0,0,"C19H29N2O5S",397.50896,19,0,29,2,5,1,0,0,0,0,0,0
"CHEMBL75013",3,2,0,1,1,0,0,0,1,0,0,0,0,0,"C25H33N2O",377.54232,25,0,33,2,1,0,0,0,0,0,0,0
"CHEMBL2105901",3,1,0,0,2,0,0,0,0,0,0,0,0,0,"C18H25N2O",285.4039,18,0,25,2,1,0,0,0,0,0,0,0
"CHEMBL2106751",3,2,1,1,0,1,0,0,0,0,1,1,0,0,"C25H35N3O9PS",584.598862,25,0,35,3,9,1,0,0,0,1,0,0
"CHEMBL2347651",4,4,1,0,2,0,0,0,0,0,0,0,0,0,"C30H34ClN4O2",518.06956,30,1,34,4,2,0,0,0,0,0,0,0
"CHEMBL4646510",4,2,1,0,1,0,0,0,0,0,0,1,0,0,"C18H20F5N4O3S",467.433416,18,0,20,4,3,1,5,0,0,0,0,0
"CHEMBL324954",2,1,0,3,1,0,0,1,0,0,0,0,0,0,"C21H34N6O3",418.53306,21,0,34,6,3,0,0,0,0,0,0,0
"CHEMBL272342",6,6,0,0,1,0,0,0,0,1,0,0,0,0,"C40H34Cl3N2O4S",745.13296,40,3,34,2,4,1,0,0,0,0,0,0
"CHEMBL5314542",5,5,0,0,1,0,0,0,0,0,0,0,0,0,"C18H16N8OS",392.43764,18,0,16,8,1,1,0,0,0,0,0,0
"CHEMBL4127030",2,1,0,1,1,3,2,0,0,0,0,1,0,0,"C10H13FN2O15P3",513.1343092,10,0,13,2,15,0,1,0,0,3,0,0
"CHEMBL3989664",4,2,0,1,1,0,0,0,0,1,0,0,0,0,"C26H34N6O6S",558.64976,26,0,34,6,6,1,0,0,0,0,0,0
"CHEMBL3989650",2,2,0,2,0,0,0,0,0,0,0,0,0,0,"C16H22N2",242.35928,16,0,22,2,0,0,0,0,0,0,0,0
"CHEMBL2105697",3,3,0,0,1,0,0,0,0,0,0,1,0,0,"C17H17N3O",279.33638,17,0,17,3,1,0,0,0,0,0,0,0
"CHEMBL5314514",7,5,0,6,2,0,0,0,0,0,0,0,0,0,"C60H74N10O10S2",1159.42056,60,0,74,10,10,2,0,0,0,0,0,0
"CHEMBL2104380",5,2,0,3,1,0,2,0,0,0,0,1,0,0,"C37H55N5O8S",729.9263,37,0,55,5,8,1,0,0,0,0,0,0
"CHEMBL32039",2,2,0,0,0,0,0,0,0,0,0,4,0,0,"C16H23N4O4",335.37822,16,0,23,4,4,0,0,0,0,0,0,0
"CHEMBL73622",2,0,0,0,1,0,0,0,0,1,0,0,0,0,"C8H9BrNO3S",279.13096,8,0,9,1,3,1,0,1,0,0,0,0
"CHEMBL114715",2,0,0,3,1,0,0,0,0,1,0,0,0,0,"C21H39N6O4",439.57216,21,0,39,6,4,0,0,0,0,0,0,0
"CHEMBL287257",3,2,0,0,1,0,0,0,0,0,0,1,0,0,"C17H18Cl2NO",323.23692,17,2,18,1,1,0,0,0,0,0,0,0
"CHEMBL2105776",3,2,0,0,1,0,0,0,0,1,0,0,0,0,"C22H22NO4S2",428.54438,22,0,22,1,4,2,0,0,0,0,0,0
"CHEMBL2105703",4,3,0,0,2,0,0,0,0,0,0,0,0,0,"C21H26N3",320.45124,21,0,26,3,0,0,0,0,0,0,0,0
"CHEMBL293299",2,2,0,0,1,0,0,0,0,0,0,2,0,0,"C15H22N5O2",304.36748,15,0,22,5,2,0,0,0,0,0,0,0
"CHEMBL2104968",3,3,0,1,0,0,0,0,0,0,0,0,0,1,"C20H17ClN3O3P",413.794042,20,1,17,3,3,0,0,0,0,1,0,0
"CHEMBL2107344",6,5,0,0,3,0,0,0,1,0,0,1,0,0,"C40H40F5N4O3",719.762616,40,0,40,4,3,0,5,0,0,0,0,0
"CHEMBL2104622",3,2,0,0,1,0,0,0,0,1,0,1,0,0,"C15H15N2O3",271.2912,15,0,15,2,3,0,0,0,0,0,0,0
"CHEMBL1790497",4,3,0,5,2,0,1,0,0,0,1,0,0,0,"C50H75N9O8",930.186,50,0,75,9,8,0,0,0,0,0,0,0
"CHEMBL73193",4,2,1,0,2,0,0,0,1,1,0,2,0,0,"C25H24F2N6O5",526.4920664,25,0,24,6,5,0,2,0,0,0,0,0
"CHEMBL38120",3,2,0,1,0,0,0,0,0,0,0,0,0,0,"C17H20N",238.3474,17,0,20,1,0,0,0,0,0,0,0,0
"CHEMBL1233800",3,2,0,3,0,0,0,0,0,0,1,0,0,0,"C17H20N5O2",326.373,17,0,20,5,2,0,0,0,0,0,0,0
"CHEMBL3989670",5,4,0,0,0,0,0,0,0,0,0,0,0,0,"C23H18N4",350.41582,23,0,18,4,0,0,0,0,0,0,0,0
"CHEMBL3039506",6,6,0,0,2,0,0,0,0,0,0,0,0,1,"C30H23N5O",469.53652,30,0,23,5,1,0,0,0,0,0,0,0
"CHEMBL1316321",2,0,0,0,1,0,2,0,0,0,0,4,0,0,"C14H28NO6",306.37522,14,0,28,1,6,0,0,0,0,0,0,0
"CHEMBL1201387",3,1,0,1,1,0,0,0,0,2,0,0,0,0,"C22H29N2O5",401.47606,22,0,29,2,5,0,0,0,0,0,0,0
"CHEMBL182319",1,1,0,2,1,0,0,0,0,1,0,0,0,0,"C27H43N3O4",473.64802,27,0,43,3,4,0,0,0,0,0,0,0
"CHEMBL2105645",4,2,0,0,0,0,0,0,0,0,0,3,0,0,"C19H23N4O3",355.41092,19,0,23,4,3,0,0,0,0,0,0,0
"CHEMBL2104720",2,2,0,0,1,0,0,0,0,0,1,0,0,0,"C17H21N3O2",299.36754,17,0,21,3,2,0,0,0,0,0,0,0
"CHEMBL6068045",4,0,0,0,0,0,0,0,1,0,5,1,0,0,"C48H78O12",847.12572,48,0,78,0,12,0,0,0,0,0,0,0
"CHEMBL2104528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C8H21N2",145.26574,8,0,21,2,0,0,0,0,0,0,0,0
"CHEMBL2107131",2,1,0,0,1,0,0,0,0,1,1,0,0,0,"C18H22NO5",332.37098,18,0,22,1,5,0,0,0,0,0,0,0
"CHEMBL2104578",2,1,0,1,0,0,0,0,0,2,0,0,0,0,"C20H26N3O5",388.43754,20,0,26,3,5,0,0,0,0,0,0,0
"CHEMBL1189780",3,2,0,0,1,0,0,0,0,1,0,0,0,0,"C15H15N2O2",255.2918,15,0,15,2,2,0,0,0,0,0,0,0
"CHEMBL3989448",5,2,0,1,1,0,0,0,0,0,0,2,0,0,"C28H32N3O4S",506.63638,28,0,32,3,4,1,0,0,0,0,0,0
"CHEMBL6068211",2,1,0,0,1,0,0,0,0,1,0,0,0,0,"C15H18NO3S2",324.43832,15,0,18,1,3,2,0,0,0,0,0,0
"CHEMBL1908306",2,2,0,1,0,0,1,0,0,0,0,0,0,0,"C29H43NO2S",469.72222,29,0,43,1,2,1,0,0,0,0,0,0
"CHEMBL2368199",4,3,0,0,0,0,1,0,0,0,1,0,0,0,"C27H26FNO3",431.4986432,27,0,26,1,3,0,1,0,0,0,0,0
"CHEMBL2103775",2,1,0,1,1,0,0,0,0,1,0,0,0,0,"C20H25N2O5S",405.4879,20,0,25,2,5,1,0,0,0,0,0,0
"CHEMBL2107064",3,2,0,0,1,0,0,0,0,1,0,0,0,0,"C14H11N2O2",239.24934,14,0,11,2,2,0,0,0,0,0,0,0
"CHEMBL1201405",3,2,0,1,1,0,0,0,0,2,0,2,0,0,"C25H29N2O7",469.50696,25,0,29,2,7,0,0,0,0,0,0,0
"CHEMBL581",3,1,0,0,1,0,0,0,0,1,0,0,0,0,"C23H32NO5P",433.477642,23,0,32,1,5,0,0,0,0,1,0,0
"CHEMBL1201368",2,0,0,1,1,0,0,0,0,2,0,0,0,0,"C17H27N2O5",339.40668,17,0,27,2,5,0,0,0,0,0,0,0
"CHEMBL48092",2,2,0,0,1,0,0,0,0,1,0,0,0,0,"C13H16N2O2",232.27834,13,0,16,2,2,0,0,0,0,0,0,0
"CHEMBL4297193",6,5,0,1,2,0,0,0,0,0,0,1,0,0,"C26H29N6O",441.54806,26,0,29,6,1,0,0,0,0,0,0,0
"CHEMBL342372",2,1,0,1,0,0,0,0,0,2,0,0,0,0,"C20H26N3O5S",420.50254,20,0,26,3,5,1,0,0,0,0,0,0
"CHEMBL423875",2,0,0,0,1,0,0,0,0,0,2,0,0,0,"C14H21NO7S",347.38404,14,0,21,1,7,1,0,0,0,0,0,0
"CHEMBL481122",4,4,1,2,0,0,0,0,0,0,0,0,0,0,"C23H20N6O",396.4445,23,0,20,6,1,0,0,0,0,0,0,0
"CHEMBL113841",4,2,0,2,1,0,2,0,0,0,0,0,0,0,"C35H56N5O6S2",706.97904,35,0,56,5,6,2,0,0,0,0,0,0
"CHEMBL4297675",2,2,0,0,0,0,0,0,0,0,3,2,0,0,"C27H33ClO8",520.99912,27,1,33,0,8,0,0,0,0,0,0,0
"CHEMBL3989427",5,2,0,0,1,0,1,0,0,0,0,1,0,0,"C25H36NO2",382.55884,25,0,36,1,2,0,0,0,0,0,0,0
"CHEMBL277592",3,3,0,0,0,0,0,0,0,0,0,2,0,0,"C18H14F3NO2S",365.3694696,18,0,14,1,2,1,3,0,0,0,0,0
"CHEMBL28636",3,3,0,0,0,0,0,0,0,0,0,1,0,0,"C17H14F3N3O3S",397.3715696,17,0,14,3,3,1,3,0,0,0,0,0
"CHEMBL1631216",3,3,0,3,0,0,0,0,1,0,0,0,0,0,"C20H22BrFN3OS",451.3755832,20,0,22,3,1,1,1,1,0,0,0,0
"CHEMBL184041",5,5,0,0,0,0,0,0,0,1,0,1,0,0,"C31H26BrO3S",558.50534,31,0,26,0,3,1,0,1,0,0,0,0
"CHEMBL167055",1,1,0,0,0,0,2,0,2,0,0,0,0,0,"C12H10NO6",264.2109,12,0,10,1,6,0,0,0,0,0,0,0
"CHEMBL496748",1,1,0,3,0,0,0,0,0,3,0,0,0,0,"C19H24IN3O7",533.31423,19,0,24,3,7,0,0,0,0,0,1,0
"CHEMBL437526",4,2,0,2,0,0,0,0,0,0,1,1,0,0,"C26H29N5O7",523.53776,26,0,29,5,7,0,0,0,0,0,0,0
"CHEMBL34913",3,2,0,0,0,0,0,0,0,0,0,1,0,0,"C16H19FN2O3S",338.3970632,16,0,19,2,3,1,1,0,0,0,0,0
"CHEMBL1516410",2,2,0,1,0,0,0,0,0,0,1,0,0,0,"C21H23NO4S",385.47662,21,0,23,1,4,1,0,0,0,0,0,0
"CHEMBL29835",3,3,0,1,0,0,0,0,0,0,0,0,0,0,"C16H18N3",252.33422,16,0,18,3,0,0,0,0,0,0,0,0
"CHEMBL2105690",7,4,0,1,3,0,0,0,0,0,0,1,0,0,"C47H56ClF3N5O6S3",975.6206496,47,1,56,5,6,3,3,0,0,0,0,0
"CHEMBL3039527",4,3,0,1,2,0,0,0,0,0,0,0,0,0,"C21H26N6O2",394.47014,21,0,26,6,2,0,0,0,0,0,0,0
"CHEMBL63440",1,0,0,2,0,0,0,0,0,0,1,1,0,0,"C17H30N2O5",342.4305,17,0,30,2,5,0,0,0,0,0,0,0
"CHEMBL300841",2,2,0,1,1,0,0,0,0,2,0,0,0,0,"C21H23N2O5S2",447.54772,21,0,23,2,5,2,0,0,0,0,0,0
"CHEMBL84446",3,1,0,2,0,0,0,0,0,0,0,1,0,0,"C12H10FN3O4",279.2239032,12,0,10,3,4,0,1,0,0,0,0,0
"CHEMBL3115298",3,2,0,0,3,0,1,0,0,0,1,0,0,0,"C22H29ClN3O4",434.93636,22,1,29,3,4,0,0,0,0,0,0,0
"CHEMBL309962",2,1,0,0,1,0,1,0,0,1,0,0,0,0,"C13H14NO4S2",312.38456,13,0,14,1,4,2,0,0,0,0,0,0
"CHEMBL476186",4,3,0,2,2,0,0,0,0,0,0,1,0,0,"C24H22ClFN4O4",484.9072832,24,1,22,4,4,0,1,0,0,0,0,0
"CHEMBL1697842",2,2,0,0,0,0,0,0,0,1,0,1,0,0,"C18H21O3",285.35754,18,0,21,0,3,0,0,0,0,0,0,0
"CHEMBL2107736",5,4,0,1,0,0,0,0,0,1,0,1,0,0,"C25H23ClN3O3S",480.98642,25,1,23,3,3,1,0,0,0,0,0,0
"CHEMBL3707394",3,2,0,1,1,0,0,0,0,0,0,1,0,0,"C19H19FN2O3",342.3641632,19,0,19,2,3,0,1,0,0,0,0,0
"CHEMBL3962292",5,4,0,1,1,0,0,0,0,0,0,0,0,0,"C20H17FN5O2",378.3796832,20,0,17,5,2,0,1,0,0,0,0,0
"CHEMBL356066",3,3,0,1,1,0,1,0,0,0,0,0,0,0,"C22H25N3O3",379.4522,22,0,25,3,3,0,0,0,0,0,0,0
